vatnLnr,name,regine,vassom,elev_m,area_km2,catch_area_km2,vol_est_avail,vol_Mm3,res_time_yr,width_km,aspect_ratio,slp_mean
1296,Grimvatn,019.DB2BB,019,650.0,0.2285,5.79,0,1.850665287898239,,0.15454129356810764,9.566015309141179,12.852427060830715
10028,Vålandstjern,019.B50,019,137.0,0.0674,2.2,0,0.3670399300881558,,0.059251217880548435,19.18799508121164,16.13244437900071
7755,"Selbuvatn, øvre",019.CD,019,708.0,0.1791,2.41,0,1.2282120296995946,,0.08623053163816519,24.089125121072737,14.274884628330499
14280,Bjønntjønn,019.H2Z,019,965.0,0.1489,1.74,0,1.337614702903899,,0.11546869549322569,11.169632996371414,17.55852488982372
15436,Kleivtjønn,019.E5B,019,414.0,0.0828,0.84,0,0.37900636396796944,,0.18666116356490114,2.375130758520695,8.338474284803207
14005,Åmlivatn,019.H5,019,477.0,1.1565,38.54,0,9.704609325881806,,0.1684590441413043,40.75284286550861,9.007077365814483
1312,Mjåvatn,019.DCB5B,019,709.0,1.1762,11.77,0,15.202859643250088,,0.2489480926551071,18.978140775236305,12.051374848827427
14146,Kjønnesvikvatn,019.J2Z,019,812.0,0.9284,11.11,0,12.781304743816518,,0.17170506204465052,31.490571666570997,15.603578949459632
10651,Snøløsvannet,019.AB1C,019,109.0,1.2812,10.39,0,27.743039401016926,,0.296572087680258,14.56700164079687,18.789094529381618
1274,Fyresvatnet,019.DB21,019,280.0,49.7948,878.8,1,4709.815641423546,,1.4200177889993917,24.694289496109374,20.915272017349746
30121,Eråkstjørni,073.CA10,073,1256.0,0.1216,1.01,0,0.8253906245976841,,0.16436790153856612,4.502541976813273,12.044676622478855
15543,Fossavotni,073.A1Z,073,1315.0,0.0646,5.52,0,0.37125473261571984,,0.10337534112526447,6.040675765082039,13.928408907860824
15565,,073.B5B,073,1540.0,0.0626,0.44,0,0.26739035950935197,,0.09343429706989664,7.170490623773133,10.750223316865808
29997,Langetjørnane,073.C4Z,073,1251.0,0.3434,3.2,0,3.9018293262671415,,0.23183733536640505,6.388203770221234,14.247973507754695
15896,Øystre Flågrunnsvatnet,073.AE,073,1489.0,0.2708,1.82,0,1.198004248055707,,0.16245522655570133,10.261179053696607,6.529622395833333
1567,Starsjøen,073.CBD,073,1350.0,1.9198,9.85,0,23.405836900923155,,0.4852995468387762,8.151622731780629,7.901247415027308
34355,Nedre Håkodalsvatnet,109.5G,109,1266.0,0.5269,14.69,0,5.353680442337623,,0.339851458095045,4.562276436527804,9.991785085969239
34273,Storvatnet,109.BA1Z,109,1257.0,1.1328,8.8,0,34.028873046203735,,0.5260048482560777,4.0942463793436845,21.729892944805627
34528,,109.FB42,109,1510.0,0.0739,0.85,0,0.501875371722924,,0.27180643544638694,1.0,11.113636543077313
34454,Såttjønna,109.FB31,109,1283.0,0.0783,0.64,0,0.18037831570098806,,0.08605479215629702,10.577699236388613,5.601626555307825
2104,Ångardsvatnet,109.CC1,109,583.0,3.33,86.55,1,44.219,0.374,0.6576685431167357,7.698835833256141,10.137850274376301
9257,Beritstjørni,020.BCD,020,596.0,0.048,0.26,0,0.07680414429943348,,0.06696062799996622,10.715872466731724,4.724973802028966
10836,Krokevatnet,020.B2Z,020,,0.0426,0.84,0,0.04368502768847808,,0.04244485530076669,23.66323588299518,3.654333355783046
11567,Vassvann,020.423Z,020,19.0,0.1803,1.56,0,1.5108481241764677,,0.09795564379873323,18.792612075918584,16.681022384994524
8364,Skjevlevatni,020.E,020,655.0,0.2599,1.16,0,2.170853224058569,,0.15945797084619873,10.219591127141186,12.739791710305823
1319,Sandsvatn,020.BE,020,589.0,2.3223,23.2,0,44.267605141641425,,0.277063750391493,30.25292629792014,14.828723070137924
8351,Øytjønn,020.E,020,685.0,0.0481,0.45,0,0.3282783316479109,,0.10241522346413612,4.585723188204854,17.80275643589985
8904,Lauvlivatn,020.D1Z,020,489.0,0.1066,1.76,0,0.5945049071965711,,0.1659048008210394,3.8718348677656973,10.099479251714566
9666,Ålevatnet,020.C4,020,171.0,0.3011,5.6,0,2.1102703967792555,,0.08882769847313998,38.15818271771073,12.864424376525985
10069,Lille Hovvatn,020.BBBB,020,503.0,0.1916,0.97,0,0.7592389095014552,,0.07537804213922894,33.7251644782773,8.430063526330692
10729,Lundevatnet,020.BAA,020,324.0,0.0543,3.38,0,0.1038440395449027,,0.0717173213617831,10.565851319199085,5.378604498633457
14851,Snotjørnane,020.G,020,844.0,0.0352,1.57,0,0.07481649944928898,,0.06646543608135064,7.967708563933652,6.790853991733033
10834,Færetjørn,020.BAC,020,251.0,0.0402,4.23,0,0.10760209799313204,,0.044157620057925506,20.600814541503574,9.757849204513098
31485,Kråkenesvatna,103.A12,103,1016.0,0.1668,6.9,0,0.6095936267729618,,0.1806659855437852,5.1089946850571,5.738425050428644
34656,Nedre Mølmsvatnet,103.D2Z,103,1395.0,0.1141,9.0,0,0.3836545978808486,,0.17996484872075283,3.524007889335177,5.739342428597923
31398,Øspevatnet,103.1C,103,787.0,0.1817,1.87,0,1.6301079930826667,,0.2369189616437692,3.236578683802415,12.767176680940233
31391,,103.4AB4,103,1062.0,0.0742,0.7,0,0.5565665729642282,,0.10616739335587444,6.583784720829458,17.57758691892102
1987,Ulvådalsvatnet,103.BE,103,857.0,2.1274,102.09,1,11.781,0.084,0.32941341133879476,19.605195626915748,9.502142481304016
8356,Lofthaugtjenna,017.AZ,017,61.0,0.0667,1.97,0,0.39527559609156393,,0.11962983354654139,4.662493127163058,13.505100661057693
15096,Sandvatnet,017.F2B,017,369.0,0.6322,3.81,0,6.090868828668762,,0.21580321255941004,13.573985485551946,10.798364665905567
14998,Måvann,017.F4A,017,534.0,0.8171,1.92,0,12.076439651844588,,0.39389071864028,5.266426510854716,12.59196882054176
6690,Skultrevannet,017.D1B,017,226.0,0.0437,1.46,0,0.21234212511503756,,0.04844868912557798,18.636371193063837,17.05804141465054
15053,Store Kyrsvatnet,017.DB0,017,134.0,0.0836,7.61,0,0.5133817945846163,,0.04919885722271611,34.549880326746795,18.6764084540066
14803,Signevatnet,017.DB0,017,245.0,0.0692,2.01,0,0.37693701791304596,,0.0825079797463873,10.165905995178314,14.147422615020298
15159,Vihusvatnet,017.F21,017,467.0,0.0581,0.27,0,0.11494962056407362,,0.08933459380095776,7.276352411482482,5.045870579932647
8466,Lønstravann,017.3Z,017,89.0,0.1711,3.44,0,1.5346789713679059,,0.11994780817420014,11.894282686762283,16.755328438686924
15417,Teksle,017.D2Z,017,105.0,0.0548,2.06,0,0.20096771176543204,,0.07329397551719186,10.193970597677414,10.381704032138625
7669,,017.D22,017,59.0,0.0566,0.97,0,0.17881942161538666,,0.07905444230550296,9.059590658121211,8.596231889805415
7954,Grummestadvannet,017.2Z,017,,0.9304,62.31,0,14.411622992053301,,0.11366515234146224,72.0133875836877,20.58977370689655
1254,Måvatn,017.G42C,017,664.0,0.7636,3.12,0,12.738887388510229,,0.34333394765734127,6.47773154281683,15.249804476806904
22892,Steinsvatnet,039.72,039,26.0,0.0598,0.25,0,0.23597406886662622,,0.12253775546320322,3.984807550008731,9.032323443700397
22827,Lauvskardvatnet,039.21AF,039,301.0,0.0737,0.64,0,0.3529162525851345,,0.07478823173542204,13.182303584356712,12.689152251958225
22797,Ådnavatnet,039.71Z,039,51.0,0.2287,1.15,0,1.6169922899283553,,0.08572792917613858,31.115498937771008,13.983576892980821
22880,Søre Vadvatnet,039.52,039,26.0,0.1271,0.96,0,0.35107414186217467,,0.07803737820029821,20.864454007921065,6.290767632419234
22704,Bongsatjørna,039.3B,039,25.0,0.0472,0.45,0,0.17851914657624338,,0.08865504330258414,6.000324538691311,10.302935887896826
22378,Storavatnet,039.9,039,12.0,0.9873,14.12,0,10.457351380337581,,0.1892425512161413,27.569695186139484,11.33438908440908
22763,Gåsavatnet,039.4B,039,21.0,0.2637,2.04,0,1.7012887596344581,,0.10905729036604206,22.170714870531953,11.255873950559701
31611,Gullakoppen,100.A0,100,973.0,0.1872,1.55,0,3.6622047440112677,,0.3587554521401709,1.4541278439314425,24.11053472728377
31494,Litlevatnet,100.2C,100,575.0,0.2432,3.08,0,2.5117374679487208,,0.17853992131099938,7.629952067572027,15.400099985303997
31843,Uravatnet,097.4Z,097,251.0,0.0513,14.13,0,0.20740315411512797,,0.07896746555730833,8.221951588208082,11.318433986641683
2348,Leaktojávri,223.C1B,223,367.0,2.8569,16.56,0,13.311044408078054,,0.38006046727712084,19.778484138583973,2.9585324219936227
56638,Boldnejávri,223.GZ,223,509.0,0.1115,0.48,0,0.31209023824446697,,0.19608218342562694,2.9000377935509625,4.625479321961009
56697,,223.J,223,479.0,0.1633,2.75,0,0.5464970453992734,,0.20167099229761193,4.013915785955277,5.051571659248806
57962,,234.GCAZ,234,435.0,0.0552,1.7,0,0.018566799077505493,,0.07421543358949145,10.016928339938056,0.888611332062752
62349,,234.E1Z,234,296.0,0.0234,1.15,0,0.04094401040127045,,0.05950743958177995,6.596270980500867,6.347544739403114
61608,Gistuladdut,234.AD,234,325.0,0.0494,0.68,0,0.17855865339627572,,0.10438636044389427,4.5290176739617705,9.149507485519432
62355,Sámmotjávri,234.F12,234,280.0,0.1325,1.23,0,0.8058627701079268,,0.13965074449585413,6.792429421162117,11.231871698943662
57825,Gákkešjávri,234.GBBD,234,445.0,0.9497,7.07,0,1.4876043211195429,,0.21944838149753743,19.721611554035565,1.5198727672761583
58250,,234.GFC,234,404.0,0.069,0.14,0,0.16820030066584316,,0.10535801060859051,6.212388853906404,5.651842526355422
63075,Cuokkojávri,234.B4Z,234,98.0,1.1461,4.35,0,7.288977579413024,,0.2810087032314137,14.513454005920567,5.590383199963686
58209,,234.GG1,234,383.0,0.1175,1.09,0,0.15201732451614167,,0.1407599405443848,5.930894494285246,2.348967538443354
2304,Nissojávri,234.32B,234,221.0,2.5342,14.34,0,42.59869522160183,,0.4540083515418001,12.294771839057574,10.596010924068768
57300,Nieiddaidjávrrit,234.FE,234,338.0,0.3142,2.95,0,1.1325199749125294,,0.11249067624635911,24.829737878296584,5.887646146964462
58410,,234.L3,234,422.0,0.3399,0.75,0,0.6609666291505882,,0.2824836532608313,4.259503491803153,2.1644684018303773
58124,Šuorpmogiera,234.GDB,234,375.0,0.3516,5.1,0,0.46341130301068734,,0.185516022773909,10.217546621738771,1.691069269346654
58168,,234.GCCZ,234,365.0,0.0731,0.34,0,0.0225175789241062,,0.11843666171876105,5.2127963163459805,0.6388767217498978
57598,,234.GBB1Z,234,386.0,0.0824,3.69,0,0.15704848120084924,,0.14918422581790466,3.7024241710206316,3.6989670754274395
61690,,234.A3Z,234,201.0,0.0585,1.27,0,0.16155094299463482,,0.11350431718087386,4.540807842067409,6.477748922084859
58521,,234.KB,234,386.0,0.0651,4.04,0,0.16642167268571298,,0.08591314912649162,8.824680909816765,6.497545276988636
62402,Stuorrajavri,234.F7,234,361.0,0.0378,2.24,0,0.009315255948141945,,0.0605400936206108,10.301565184794692,0.7586642178622159
58283,,234.GG6,234,401.0,0.0674,0.43,0,0.08132421134662844,,0.259570923641302,1.0,1.9597492609797298
58317,,234.HF,234,356.0,0.3092,2.28,0,0.8345040815055521,,0.4532077042561621,1.5053031836912565,2.585407550518329
56905,,234.GBG4,234,416.0,0.0518,0.56,0,0.020765922209299393,,0.08408256810985854,7.3251607589342,1.0291336113488294
57661,,234.GBD3,234,313.0,0.0576,2.88,0,0.0862403492449966,,0.1158601036522551,4.290149433307906,3.4407810788876723
58233,Njárgajávri,234.GFC,234,409.0,0.092,5.54,0,0.06395071279353567,,0.11375638704833935,7.112507753597216,1.421364413946127
61403,,234.31Z,234,365.0,0.0626,0.13,0,0.20245889637817827,,0.12497977643478267,4.007761806013843,7.234771050347222
62816,,234.A2C,234,185.0,0.0463,0.32,0,0.10976268943381215,,0.08877031491971124,5.8797303663956315,6.405104825329222
2286,Máilejávri,234.GAB6,234,329.0,2.3787,79.71,0,13.90013518968989,,0.23221071988939723,44.11407331838342,4.687725762575812
2275,Gieddeluoppal,234.FE,234,277.0,10.2712,86.45,0,79.03273759498965,,0.3656054475934205,76.84180034594588,3.784337858902972
56324,,211.81,211,668.0,0.0495,0.31,0,0.26716432964991077,,0.07417699919907628,9.003930664358588,15.719541015625
53020,,211.8AZ,211,542.0,0.0636,0.16,0,0.10655769341458242,,0.08953078308390411,7.9311564680640085,4.166603994552203
56269,Čearretjávri,211.73,211,360.0,0.4301,5.79,0,4.022977775425663,,0.13139111764061795,24.91345108267865,13.776109132124352
33421,Mjølsjøen,311.BB,311,882.0,0.301,7.48,0,1.058633089162376,,0.11226893293241247,23.87684192262652,5.800181327552888
33445,Gløtsjøen,311.DA,311,823.0,0.2242,1.44,0,1.083094472887609,,0.25974838202614264,3.3228486548384173,6.2346053529641186
33252,Sorksjøen,311.J1Z,311,677.0,0.5047,33.24,0,1.7222469773393085,,0.19858098962366233,12.797548737701316,4.037786271934888
1354,Sølensjøen,311.EB,311,688.0,22.5453,390.27,0,240.03798256264076,,0.7454076937023792,40.575903132199585,3.3848047343422367
35571,,311.J813,311,809.0,0.0602,0.94,0,0.08349853175160792,,0.05351570112943016,21.036772800060803,4.225737553493232
35667,Rabbtjønna,311.GE,311,891.0,0.0676,1.26,0,0.06441833604630655,,0.13340702368916033,3.7964766165450534,1.9796006944444444
35719,Abbortjønna,311.M1,311,736.0,0.0532,3.49,0,0.16510885011454118,,0.07925089183913636,8.4723769276563,8.54882061298077
35629,Styggsjøan,311.N2Z,311,763.0,1.1699,4.77,0,3.5938647706904523,,0.11102328593650856,94.9113563125314,3.753252306636591
35551,Skebrosjøane,311.J8B,311,830.0,0.187,4.48,0,0.4791705693085864,,0.10536658832082191,16.84545665118216,4.770644542058661
35619,Heggrøsttjørnane,311.K2,311,745.0,0.0565,2.06,0,0.10049446168827472,,0.07416750042995274,10.27241855065289,4.885758159316588
1363,Arasjøen,311.EC1B,311,691.0,1.0987,22.23,0,2.27597322986122,,0.5743287434624469,3.3308210363303146,1.360081653352623
1360,Midtre Muggsjøen,311.J8C,311,846.0,1.1486,57.84,0,5.11168984896078,,0.17833208406529333,21.691991946023126,4.179212560746378
1348,Femunden,311.J11,311,662.0,203.8365,1789.11,1,6701.54366975813,,1.3766110923308048,107.56216188292271,5.236445760835413
60265,,231.72,231,146.0,0.0193,0.55,0,0.03397816021711778,,0.05864310238435477,5.621915177219058,6.707783360635081
62427,,231.82,231,312.0,0.02,0.23,0,0.033692835489044747,,0.11022180897659421,1.6465846193726568,5.003035835597826
60294,,231.30,231,207.0,0.0769,1.43,0,0.312844205985481,,0.11243164711814418,6.08108334950787,9.105911203736033
60202,Holmevannet,231.81,231,27.0,0.1443,1.29,0,0.44165185261098316,,0.1254768964720976,9.168223841116827,5.674015287968529
60196,,231.4,231,307.0,0.1756,0.78,0,0.5229094259264268,,0.18648686591034647,5.050640797993776,4.543358028017241
60492,,231.64Z,231,257.0,0.1242,1.51,0,0.21148562089950143,,0.19711614576538797,3.1970480513984088,2.706500903080698
28618,Jakobsvatnet,080.1C2A,080,877.0,0.0449,0.44,0,0.24719703994104056,,0.08946952648960158,5.614707207263213,15.266717252831011
28791,Tirskardvatnet,080.111,080,472.0,0.0464,0.31,0,0.3287700007480158,,0.09120438974724188,5.580109697815737,19.49033858648881
63520,,244.ABC4,244,328.0,0.0417,0.29,0,0.14406738666354954,,0.08363779348900696,5.9562359152996285,9.866142272949219
2436,Geađgesuolojávri,244.AA2C,244,130.0,1.9184,7.97,0,8.929426226567951,,0.29078050565143343,18.063526476661544,3.4223040872225385
64014,,244.2AZ,244,124.0,0.0708,0.74,0,0.20712900087728642,,0.08480995434396499,9.843696848740542,7.360132699868938
35977,Rådalsvatnet,118.2Z,118,36.0,0.0789,0.87,0,0.21020623769489896,,0.047920679035220126,34.370433815317256,8.109779751375786
35983,Tuvnesvatnet,118.220,118,7.0,0.3617,8.22,0,3.1521151328048376,,0.10571622068501174,32.36113861207598,14.458827123726586
30566,Tvindehaugtjernet,074.CD,074,1357.0,0.1014,2.41,0,0.2717795991337598,,0.0683590960218986,21.699081366403103,6.743634628330499
30027,Reinsgravtjørni,074.2B1,074,1346.0,0.0487,1.0,0,0.27174688205975034,,0.15874035385258906,1.9341457552503,12.225537634408601
30003,Fjellvatnet,074.1D,074,1196.0,0.1003,2.59,0,0.6873664152875936,,0.16083924332873212,3.8772812303588613,12.79800853485064
30538,Myrjetjernet,074.CD,074,1351.0,0.0708,2.19,0,0.3163984488356276,,0.1315155956175835,4.091950955750683,9.622122147027602
30429,Mjølkedalstjørni,074.EC,074,1420.0,0.6308,7.48,0,7.869529653800258,,0.3120009230745243,6.480256993509479,12.243782024867421
29629,Hyttedalsvatnet,074.BC,074,1310.0,0.2267,2.2,0,3.625537440354858,,0.23785046615773792,4.006421009921569,21.969350198412698
1573,Tyin,074.CD,074,1084.0,33.2083,183.45,1,1662.3996406355643,,1.0854498599837559,28.185610509405432,13.188124539498576
36642,Litlgrytvatnet,112.C4C,112,446.0,0.0483,1.35,0,0.14014125640070993,,0.11115040063352752,3.908512280129081,7.166698101081903
36668,Damtjørna,112.3AB4,112,,0.0506,0.9,0,0.20891820747809028,,0.08291150017106191,7.35428445829898,11.38690123895202
36625,Holmvatnet,112.3BC,112,472.0,0.1949,1.72,0,0.5278575660510548,,0.09676576625860656,20.81760743768589,5.168246952611395
37939,Litlholtvatnet,112.DZ,112,572.0,0.0466,0.53,0,0.15782097520492347,,0.0782459301887467,7.619135644162694,9.676861223814457
33854,Kvernabekkvatnet,112.BC,112,792.0,0.2778,6.2,0,1.7740325087007194,,0.35157959908708336,2.2472068708094453,7.056734407620041
44519,,156.CE,156,692.0,0.0545,3.72,0,0.24061249144561642,,0.09975512825262467,5.480304664484126,11.18725928724649
44786,,156.GBA5,156,693.0,0.0519,1.18,0,0.08600836282177848,,0.04199204770984455,29.416959747284867,5.746565487840092
756,Blerekvatnet,156.GBB,156,681.0,2.3033,74.32,0,7.455762593128277,,0.11659716606003734,169.42142604576387,3.3457165731034055
44574,,156.FA,156,1034.0,0.0528,0.54,0,0.11920134627512531,,0.07099730695255013,10.465413436130174,6.439420601075908
44849,Steinbekktjønna,156.B1C,156,194.0,0.0507,3.4,0,0.22504374888611203,,0.08538903017097443,6.955516304850087,12.1258218996165
33757,Snipvatna,121.B3D,121,674.0,0.0356,3.08,0,0.13274120753353164,,0.1032932806757497,3.3381549821375587,10.200548769822761
33772,Vardtjønna,121.ABB,121,672.0,0.0515,0.44,0,0.21735614151532123,,0.1016121385374475,4.985180717183604,10.738825225830078
34052,,121.BD,121,942.0,0.0382,0.28,0,0.11814007390035874,,0.08397300782756723,5.423503965476712,8.968550895024272
34269,Halvorstjønna,121.DD,121,831.0,0.0702,0.56,0,0.14339931262967387,,0.12510639125656964,4.484665538360711,4.39976793226305
954,Orkelsjøen,121.G7,121,1058.0,2.0227,13.52,0,20.031610441697314,,0.5582044290606225,6.491339634683105,5.982919314621122
38016,Krokuttjønna,121.AAC,121,579.0,0.2333,2.51,0,1.5441335582903823,,0.1054075942294066,20.99693726687236,12.027462735503159
33809,Langvatnet,122.BBZ,122,547.0,0.1926,1.75,0,0.9515542906455661,,0.1315822287656625,11.125509830050222,8.544552285166079
38004,Brekksætertjønna,122.B1Z,122,490.0,0.0515,0.38,0,0.21368132756248728,,0.08299609167978383,7.471104107645789,11.395805945763222
877,Benna,122.A3B,122,184.0,5.7289,25.46,0,175.9523625111412,,0.4486683520293999,28.459237223795537,16.49255352288174
888,Laugen,122.1B,122,60.0,1.8376,95.51,0,27.96639858085837,,0.47494248458021415,8.146297408890263,10.099749338355048
31916,Heimste Vesteråsvatnet,098.7AZ,098,1017.0,0.5011,6.71,0,13.60450907693707,,0.3642171848143416,3.777462579652062,26.982791339985745
31876,Nykkjevatnet,098.50,098,739.0,0.1046,0.75,0,1.5373981877676426,,0.25774258860115334,1.5740455444566377,23.190928959003216
1959,Vatnedalsvatnet,098.6AB,098,800.0,1.4726,9.23,0,48.61748087642971,,0.3655693212969535,11.018796180675121,25.939942950745593
8672,,025.G1C,025,,0.0407,0.37,0,0.14358864682010092,,0.09001215620247438,5.0289005971264285,9.859473201815643
9288,Kodåvatn,025.E5,025,,0.0403,5.75,0,0.22225364952681512,,0.0715083897125223,7.875196086955448,17.051000060361478
8044,Kvivotnan,025.H,025,856.0,0.0848,6.27,0,0.5756977036998947,,0.09007303356137208,10.455934941879772,16.398965454101564
21881,Engelsvatnet,025.62,025,106.0,0.0648,0.35,0,0.5033224872213088,,0.08155461837740663,9.74334538332098,20.752590969876128
10751,Hoskeltjønna,025.AB0,025,301.0,0.1116,0.68,0,0.523099505357486,,0.13116367883229746,6.486702445386837,9.146013532366071
20159,Hyttevatnan,025.F2,025,,0.0414,0.24,0,0.20952456296674585,,0.07125731582654476,8.146456443721101,15.539691125561378
21759,Store Einervann,025.6C,025,224.0,0.0448,0.69,0,0.36492431010993903,,0.07180174813630319,8.685464118207612,24.81679763497082
14514,,025.N,025,1222.0,0.0832,1.99,0,0.3319919666638157,,0.08143314638187438,12.543197133715866,9.91704541247038
14577,Øvre Krokvatnet,025.N,025,1174.0,0.1944,2.08,0,1.648769191239378,,0.14603424205547821,9.11417372654848,14.26997707201087
20861,Ytre Flåvatn,025.B42Z,025,554.0,0.1745,1.28,0,0.7873779751440855,,0.09752294180919885,18.346104130851497,8.916207735655737
8972,Sandvatn,025.DD,025,895.0,0.5501,4.79,0,5.632503387316511,,0.13285795084304386,31.163593896682727,14.253956601933515
21165,Djupvatnet,025.3C4D,025,434.0,0.1384,0.76,0,1.6077321066035284,,0.15036732388634722,6.120293807823784,21.012816220238093
10400,Fjotlandsvatnet,025.B3Z,025,330.0,1.107,8.55,0,12.178744692580821,,0.22240141784514833,22.381395936162082,10.805796143099334
9287,Hellertjødn,025.DC,025,674.0,0.129,2.59,0,0.6327057342067811,,0.0991434918591173,13.11953647354548,10.319889322916667
62743,,235.1Z,235,453.0,0.4965,3.15,0,2.4370629179476047,,0.13789143318133235,26.11228047329697,6.7601937319364165
61009,Nerdalsvannet,233.A0,233,85.0,0.0716,2.53,0,0.275710377586852,,0.12279119060460966,4.74613598103908,8.455557498040195
60801,,230.3A5,230,294.0,0.0747,1.64,0,0.25591088738126566,,0.10218681169062865,7.150015795881955,7.966722209330308
3562,Stensvannet,001.B7,001,178.0,0.1367,4.47,0,0.47250903439226716,,0.07041904342963368,27.560154898426347,8.102282341066093
3608,Hokksjøen,001.1A2B,001,148.0,0.1339,5.79,0,0.22771214709970836,,0.20231990615589363,3.270662982084091,2.6319613456726074
3268,Søndre Lambergtjenn,001.FB,001,193.0,0.0488,1.67,0,0.14305081708180825,,0.07322587333980168,9.101881025060296,8.468554353060787
3494,,001.D1,001,113.0,0.083,0.79,0,0.15111032660100615,,0.24192086989204764,1.4183128379735421,2.93213839255599
4404,Djuptjenn,001.M,001,,0.0529,0.67,0,0.15737724908909345,,0.16415467688489166,1.9641452716287742,6.214804552000743
315,Floen,001.L,001,179.0,2.0327,42.08,0,19.981337809607528,,0.26482353090907695,28.98400242856314,7.874025060161577
323,Rødenessjøen,001.F11,001,118.0,15.9245,1006.87,1,296.9421467433254,,0.48620765191141757,67.36311579949118,7.643257537007489
316,Femsjøen,001.B21,001,80.0,10.719,1569.65,1,194.39558030000532,,0.5311955457222499,37.98787721221156,7.840704903516216
53099,,210.AA,210,551.0,0.0551,0.92,0,0.19198255734083275,,0.0878546692963374,7.1337915290357845,9.183639370437957
21529,Eigelitjørna,026.4AB,026,211.0,0.0761,0.64,0,1.0876871239945742,,0.13652110045264998,4.081771404445313,30.785771869136962
20292,,026.DG,026,,0.1283,1.11,0,0.9344973829262556,,0.07951132686403828,20.292036061938706,16.8613265687251
20785,Skrubbedalstjødn,026.D41B,026,,0.0504,0.17,0,0.2775468806062517,,0.05223359501222363,18.488421755204943,18.262428649677123
21432,Øygardstjørna,026.4B1Z,026,345.0,0.0721,0.51,0,0.4389958760714101,,0.0728520174642468,13.581620511216254,16.47707570852102
20641,Småtjødnen,026.D3B1B,026,570.0,0.072,1.07,0,0.17094878789161302,,0.048371013892588244,30.769032254081136,7.3262105213089805
25076,,026.N4,026,1240.0,0.0315,0.39,0,0.08976824038015227,,0.0538984390388923,10.85527335644954,10.185860982755335
19932,Indre Reinstjødn,026.FB,026,,0.0265,0.31,0,0.1107856178727858,,0.05047493100678074,10.392736476084915,16.072812373584142
1406,Guddilsvatn,026.EB10,026,721.0,1.5654,35.76,0,22.056439651297374,,0.19178288959182677,42.56039694313562,13.647509057971014
19891,Krogevatn,026.EB2,026,787.0,0.215,4.0,0,2.526383997027063,,0.1263834318530369,13.460061360034171,20.60242242388759
21092,Saurtjørna,026.4BF,026,286.0,0.0624,3.06,0,0.7764181900235673,,0.14760734649008753,2.864265995671909,27.089347687375497
19305,Vassfellet,026.HB,026,921.0,0.0491,3.02,0,0.24502553095119028,,0.043376447852060296,26.11187188389236,17.8164328489786
20040,,026.F212,026,573.0,0.0835,4.26,0,0.5424564071457504,,0.1298793486615396,4.947966568575296,13.68385775988073
1407,Storevatn,026.EC,026,811.0,1.0437,9.09,0,10.063816365764927,,0.1112357750539843,84.35313280687089,12.442345567087658
20691,Ovedalsvatn,026.D3B10,026,255.0,0.1845,33.51,0,0.4776199255850665,,0.07492027599393913,32.873914752533835,5.504450112836597
21027,Skultjørnan,026.D2,026,516.0,0.0756,0.94,0,0.6885793571896649,,0.1461858610239984,3.538850310789233,18.919948630136986
7914,Falketjødn,026.H3B2C,026,865.0,0.13,6.81,0,0.6696488480656039,,0.08559045220890371,17.744218819618844,11.456865929307115
1432,Skågje,026.D3AE,026,566.0,0.7533,12.21,0,5.117386667697598,,0.06571664424192658,174.43042121809538,11.403216362277632
25392,Reinstjørn,026.M,026,954.0,0.096,0.42,0,0.7403886546080484,,0.08207165055263577,14.249875626700758,18.838251650401837
25727,Bergetjødn,026.K5,026,698.0,0.1059,0.41,0,0.8506767341999765,,0.13218549873818108,6.062805875260654,16.036869039684166
19393,,026.HEA,026,,0.0893,0.29,0,0.7143754490201664,,0.11176379394469393,7.150226672247006,17.675141588086476
165190,Vassfedle,026.H3B5,026,856.0,0.3382,8.63,0,2.966077007016727,,0.08300529292679837,49.07955297735309,16.193376529171896
1411,Degevatn,026.HD,026,826.0,1.123,62.9,0,16.588883603177777,,0.13784036191620785,59.10555893350261,17.48152212078652
19834,Langevatn,026.FC3,026,725.0,1.0714,12.93,0,12.73662091666976,,0.12904864761393942,64.33542069284753,14.493353223763902
1423,Bjørnestadvatnet,026.DAB,026,353.0,1.3408,19.68,0,47.697781431378075,,0.4062181915989649,8.125217819301847,27.47034137088069
1399,Lundevatnet,026.B1,026,49.0,27.4826,1898.82,1,4480.0,1.03511618,0.8507076233737259,37.974960550964425,24.52573493629212
63457,,242.B2Z,242,274.0,0.1125,7.73,0,0.254948838051165,,0.12906955951593524,6.753023713339392,4.357163723435258
63380,,242.42,242,329.0,0.0394,0.27,0,0.10386304906218426,,0.05250514348907104,14.276370606773392,9.033950139188219
2425,Dierggejávri,242.B1,242,173.0,1.5915,128.74,0,12.128713373745699,,0.22337431163282329,31.89610739668986,6.829341882596987
1149,Midtre Blåfjellvatnet,308.1FC,308,703.0,1.1307,49.36,0,6.655518021299162,,0.3031099985792467,12.307308297780237,5.032214330808081
1142,Loevesjaevrie,308.1ADD,308,641.0,2.8603,28.76,0,48.71402383500078,,0.4330895802372763,15.24954434938595,10.644376651870425
40484,Grønlitjønna,308.1ECAZ,308,663.0,0.0909,3.42,0,0.2318839822770592,,0.10960733219078878,7.564585446655969,5.48816431244287
40687,Storstrivatnet,308.1BF,308,749.0,1.0186,20.81,0,5.305947692350097,,0.2417026304014278,17.43611680961938,4.951042001823252
